"","name","state","pop2000","pop2010","pop2017","poverty","unemployment_rate"
"2828","Buckingham County","Virginia",15623,17146,17065,16.6,5.4
"2829","Campbell County","Virginia",51078,54842,55010,11.7,4.2
"2830","Caroline County","Virginia",22121,28545,30461,11.9,4.31
"2831","Carroll County","Virginia",29245,30042,29708,14.6,4.65
"2832","Charles City County","Virginia",6926,7256,7004,13.2,4.8
"2833","Charlotte County","Virginia",12472,12586,12119,22.7,4.74
"2834","Chesterfield County","Virginia",259903,316236,343599,7.2,3.63
"2835","Clarke County","Virginia",12652,14034,14508,10.4,3.43
"2836","Craig County","Virginia",5091,5190,5062,9.3,4.37
"2837","Culpeper County","Virginia",34262,46689,51282,8.9,3.62
"2838","Cumberland County","Virginia",9017,10052,9811,21.8,4.23
"2839","Dickenson County","Virginia",16395,15903,14782,23,7.33
"2840","Dinwiddie County","Virginia",24533,28001,28208,14.8,4.5
"2841","Essex County","Virginia",9989,11151,11028,12.3,5.01
"2842","Fairfax County","Virginia",969749,1081726,1148433,6.1,3.04
"2843","Fauquier County","Virginia",55139,65203,69465,6.2,3.28
"2844","Floyd County","Virginia",13874,15279,15755,12,3.69
"2845","Fluvanna County","Virginia",20047,25691,26452,6.1,3.05
"2846","Franklin County","Virginia",47286,56159,56445,14.8,3.97
"2847","Frederick County","Virginia",59209,78305,86484,5.6,3.19
"2848","Giles County","Virginia",16657,17286,16837,11.3,4.72
"2849","Gloucester County","Virginia",34780,36858,37292,8.7,3.36
"2850","Goochland County","Virginia",16863,21717,22685,5.3,3.49
"2851","Grayson County","Virginia",17917,15533,15665,20.2,4.31
"2852","Greene County","Virginia",15244,18403,19612,9.4,3.05
"2853","Greensville County","Virginia",11560,12243,11679,17,4.58
"2854","Halifax County","Virginia",37355,36241,34563,18.7,5.24
"2855","Hanover County","Virginia",86320,99863,105923,5.8,3.34
"2856","Henrico County","Virginia",262300,306935,327898,10.4,3.66
"2857","Henry County","Virginia",57930,54151,51227,19.2,4.97
"2858","Highland County","Virginia",2536,2321,2212,10.6,3.46
"2859","Isle of Wight County","Virginia",29728,35270,36552,10.3,3.9
"2860","James City County","Virginia",48102,67009,75524,7.5,3.6
"2861","King and Queen County","Virginia",6630,6945,7003,15.6,3.61
"2862","King George County","Virginia",16803,23584,26337,5.7,3.96
"2863","King William County","Virginia",13146,15935,16708,10.9,3.48
"2864","Lancaster County","Virginia",11567,11391,10788,11,5.49
"2865","Lee County","Virginia",23589,25587,23758,26.2,5.54
"2866","Loudoun County","Virginia",169599,312311,398080,3.7,3.04
"2867","Louisa County","Virginia",25627,33153,35860,11.8,3.49
"2868","Lunenburg County","Virginia",13146,12914,12235,18.6,4.37
"2869","Madison County","Virginia",12520,13308,13277,9.8,2.95
"2870","Mathews County","Virginia",9207,8978,8779,10.6,3.79
"2871","Mecklenburg County","Virginia",32380,32727,30686,16.9,5.25
"2872","Middlesex County","Virginia",9932,10959,10679,10.2,3.41
"2873","Montgomery County","Virginia",83629,94392,98559,23.8,3.83
"2874","Nelson County","Virginia",14445,15020,14943,14.9,3.49
"2875","New Kent County","Virginia",13462,18429,21682,5.1,3.22
"2876","Northampton County","Virginia",13093,12389,11846,20.3,5.85
"2877","Northumberland County","Virginia",12259,12330,12275,13.5,5.44
"2878","Nottoway County","Virginia",15725,15853,15434,21.5,3.97
"2879","Orange County","Virginia",25881,33481,36073,8.9,3.85
"2880","Page County","Virginia",23177,24042,23731,17,5.3
"2881","Patrick County","Virginia",19407,18490,17665,20.2,4.51
"2882","Pittsylvania County","Virginia",61745,63506,61258,14.7,4.54
"2883","Powhatan County","Virginia",22377,28046,28601,5.5,3.35
"2884","Prince Edward County","Virginia",19720,23368,22703,21.4,4.99
"2885","Prince George County","Virginia",33047,35725,37809,12.3,4.44
"2886","Prince William County","Virginia",280813,402002,463023,7,3.4
"2887","Pulaski County","Virginia",35127,34872,34184,13.9,5.35
"2888","Rappahannock County","Virginia",6983,7373,7321,8.9,3.47
"2889","Richmond County","Virginia",8809,9254,8939,17.4,3.78
"2890","Roanoke County","Virginia",85778,92376,93730,8,3.45
"2891","Rockbridge County","Virginia",20808,22307,22659,15.6,4.09
"2892","Rockingham County","Virginia",67725,76314,80227,10.2,3.27
"2893","Russell County","Virginia",30308,28897,27048,17.6,5.51
"2894","Scott County","Virginia",23403,23177,21865,17.7,4.09
"2895","Shenandoah County","Virginia",35075,41993,43225,10.3,3.54
"2896","Smyth County","Virginia",33081,32208,30656,17.4,5.38
"2897","Southampton County","Virginia",17482,18570,17750,11.7,3.76
"2898","Spotsylvania County","Virginia",90395,122397,133033,8,3.73
"2899","Stafford County","Virginia",92446,128961,146649,4.7,3.62
"2900","Surry County","Virginia",6829,7058,6540,13.6,4.53
"2901","Sussex County","Virginia",12504,12087,11373,17.8,5.95
"2902","Tazewell County","Virginia",44598,45078,41095,15.6,5.92
"2903","Warren County","Virginia",31584,37575,39563,9.8,3.71
"2904","Washington County","Virginia",51103,54876,54387,14.6,4.1
"2905","Westmoreland County","Virginia",16718,17454,17780,9.5,4.7
"2906","Wise County","Virginia",40123,41452,38586,19.9,6.78
"2907","Wythe County","Virginia",27599,29235,28882,15.2,5.21
"2908","York County","Virginia",56297,65464,67739,5.2,3.56
"2909","Alexandria city","Virginia",128283,139966,160035,10.5,2.87
"2910","Bristol city","Virginia",17367,17835,16790,21.3,4.56
"2911","Buena Vista city","Virginia",6349,6650,6327,20.8,4.37
"2912","Charlottesville city","Virginia",45049,43475,48019,24.5,3.09
"2913","Chesapeake city","Virginia",199184,222209,240397,9.6,3.87
"2914","Colonial Heights city","Virginia",16897,17411,17830,13.2,4.08
"2915","Covington city","Virginia",6303,5961,5531,19.9,6.26
"2916","Danville city","Virginia",48411,43055,41130,21.5,6.01
"2917","Emporia city","Virginia",5665,5927,5282,30.9,5.49
"2918","Fairfax city","Virginia",21498,22565,24097,7.8,2.92
"2919","Falls Church city","Virginia",10377,12332,14583,2.9,2.68
"2920","Franklin city","Virginia",8346,8582,8176,16.6,5.54
"2921","Fredericksburg city","Virginia",19279,24286,28360,16.3,4.35
"2922","Galax city","Virginia",6837,7042,6625,21.2,4.52
"2923","Hampton city","Virginia",146437,137436,134669,14.9,5.09
"2924","Harrisonburg city","Virginia",40468,48914,54215,29,4.47
"2925","Hopewell city","Virginia",22354,22591,22621,21.2,6.09
"2926","Lexington city","Virginia",6867,7042,7106,21.4,5.65
"2927","Lynchburg city","Virginia",65269,75568,80995,22.3,4.96
"2928","Manassas city","Virginia",35135,37821,41501,8.8,3.4
"2929","Manassas Park city","Virginia",10290,14273,16591,10.3,3.35
"2930","Martinsville city","Virginia",15416,13821,13142,24,6.8
"2931","Newport News city","Virginia",180150,180719,179388,16.4,4.65
"2932","Norfolk city","Virginia",234403,242803,244703,21,4.65
"2933","Norton city","Virginia",3904,3958,3936,25.7,5.53
"2934","Petersburg city","Virginia",33740,32420,31750,27.6,7.3
"2935","Poquoson city","Virginia",11566,12150,12053,4.9,3.49
"2936","Portsmouth city","Virginia",100565,95535,94572,17.7,5.43
"2937","Radford city","Virginia",15859,16408,17658,37.5,5.05
"2938","Richmond city","Virginia",197790,204214,227032,25.2,4.36
"2939","Roanoke city","Virginia",94911,97032,99837,21.6,4.22
"2940","Salem city","Virginia",24747,24802,25862,8.9,3.83
"2941","Staunton city","Virginia",23853,23746,24528,13.3,3.65
"2942","Suffolk city","Virginia",63677,84585,90237,11.2,4.16
"2943","Virginia Beach city","Virginia",425257,437994,450435,8,3.6
"2944","Waynesboro city","Virginia",19520,21006,22327,17.4,4.08
"2945","Williamsburg city","Virginia",11998,14068,15031,21.5,5.28
"2946","Winchester city","Virginia",23585,26203,27932,12.5,3.62
"2947","Adams County","Washington",16428,18728,19506,23.1,5.76
"2948","Asotin County","Washington",20551,21623,22535,13.5,4.18
"2949","Benton County","Washington",142475,175177,198171,13.4,5.5
"2950","Chelan County","Washington",66616,72453,76533,12.8,4.87
"2951","Clallam County","Washington",64525,71404,75474,17.1,6.82
"2952","Clark County","Washington",345238,425363,474643,10.3,5.1
"2953","Columbia County","Washington",4064,4078,4047,14.5,5.61
"2954","Cowlitz County","Washington",92948,102410,106910,16.9,6.06
"2955","Douglas County","Washington",32603,38431,41945,13.7,5.71
"2956","Ferry County","Washington",7260,7551,7594,21.2,11.03
"2957","Franklin County","Washington",49347,78163,92125,15.9,6.31
"2958","Garfield County","Washington",2397,2266,2210,11.7,5.46
"2959","Grant County","Washington",74698,89120,95158,15.9,6.26
"2960","Grays Harbor County","Washington",67194,72797,72697,16,7.07
"2961","Island County","Washington",71558,78506,83159,9.5,5.21
"2962","Jefferson County","Washington",25953,29872,31234,12.8,6.12
"2963","King County","Washington",1737034,1931249,2188649,10.2,3.7
"2964","Kitsap County","Washington",231969,251133,266414,9.9,4.9
"2965","Kittitas County","Washington",33362,40915,46205,19.6,5.31
"2966","Klickitat County","Washington",19161,20318,21811,14.9,5.83
"2967","Lewis County","Washington",68600,75455,78200,16,6.65
"2968","Lincoln County","Washington",10184,10570,10579,13.7,4.94
"2969","Mason County","Washington",49405,60699,63710,16.2,6.59
"2970","Okanogan County","Washington",39564,41120,41742,21.8,6.87
"2971","Pacific County","Washington",20984,20920,21626,18.6,7.04
"2972","Pend Oreille County","Washington",11732,13001,13354,16.6,7.46
"2973","Pierce County","Washington",700820,795225,876764,12.2,5.36
"2974","San Juan County","Washington",14077,15769,16715,10.7,3.93
"2975","Skagit County","Washington",102979,116901,125619,14.3,5.5
"2976","Skamania County","Washington",9872,11066,11837,13.3,6.17
"2977","Snohomish County","Washington",606024,713335,801633,8.8,4.12
"2978","Spokane County","Washington",417939,471221,506152,15.2,5.41
"2979","Stevens County","Washington",40066,43531,44730,15.6,7.26
"2980","Thurston County","Washington",207355,252264,280588,11.6,4.97
"2981","Wahkiakum County","Washington",3824,3978,4264,13.9,7.12
"2982","Walla Walla County","Washington",55180,58781,60567,14.4,4.92
"2983","Whatcom County","Washington",166814,201140,221404,15.3,5.01
"2984","Whitman County","Washington",40740,44776,49046,27.5,4.43
"2985","Yakima County","Washington",222581,243231,250193,19,6.78
"2986","Barbour County","West Virginia",15557,16589,16497,22.5,5.79
"2987","Berkeley County","West Virginia",75905,104169,114920,13,3.69
"2988","Boone County","West Virginia",25535,24629,22349,24.4,6.28
"2989","Braxton County","West Virginia",14702,14523,14237,22.1,7.36
"2990","Brooke County","West Virginia",25447,24069,22443,13,6.07
"2991","Cabell County","West Virginia",96784,96319,94958,23.2,4.53
"2992","Calhoun County","West Virginia",7582,7627,7307,17.1,10.45
"2993","Clay County","West Virginia",10330,9386,8764,25.2,8.57
"2994","Doddridge County","West Virginia",7403,8202,8560,14.9,4.16
"2995","Fayette County","West Virginia",47579,46039,43521,20,6.39
"2996","Gilmer County","West Virginia",7160,8693,8005,25,7.15
"2997","Grant County","West Virginia",11299,11937,11670,12.7,5.62
"2998","Greenbrier County","West Virginia",34453,35480,35287,17.8,4.83
"2999","Hampshire County","West Virginia",20203,23964,23471,16.9,3.93
"3000","Hancock County","West Virginia",32667,30676,29448,13.5,6.09
"3001","Hardy County","West Virginia",12669,14025,13717,14.8,4.96
"3002","Harrison County","West Virginia",68652,69099,67811,15,4.85
"3003","Jackson County","West Virginia",28000,29211,28976,14.7,5.73
"3004","Jefferson County","West Virginia",42190,53498,56338,9.9,3.15
"3005","Kanawha County","West Virginia",200073,193063,183293,16.5,5
"3006","Lewis County","West Virginia",16919,16372,16226,19.8,6.61
"3007","Lincoln County","West Virginia",22108,21720,20825,24.9,6.81
"3008","Logan County","West Virginia",37710,36743,32925,22.5,7.5
"3009","McDowell County","West Virginia",27329,22113,18456,34.9,8.47
"3010","Marion County","West Virginia",56598,56418,56337,16.1,5.22
"3011","Marshall County","West Virginia",35519,33107,31190,15.2,6.01
"3012","Mason County","West Virginia",25957,27324,26801,19.3,6.7
"3013","Mercer County","West Virginia",62980,62264,59753,21.4,5.83
"3014","Mineral County","West Virginia",27078,28212,27222,14.8,5.39
"3015","Mingo County","West Virginia",28253,26839,24127,28.9,8.65
"3016","Monongalia County","West Virginia",81866,96189,105030,21.3,3.71
"3017","Monroe County","West Virginia",14583,13502,13402,17.2,4.26
"3018","Morgan County","West Virginia",14943,17541,17686,11.1,3.97
"3019","Nicholas County","West Virginia",26562,26233,25043,18.6,7.07
"3020","Ohio County","West Virginia",47427,44443,42035,13.7,4.78
"3021","Pendleton County","West Virginia",8196,7695,6996,18.7,3.65
"3022","Pleasants County","West Virginia",7514,7605,7512,16.6,6.97
"3023","Pocahontas County","West Virginia",9131,8719,8456,17.6,5.96
"3024","Preston County","West Virginia",29334,33520,33679,15.2,4.96
"3025","Putnam County","West Virginia",51589,55486,56792,9.3,4.7
"3026","Raleigh County","West Virginia",79220,78859,75022,17.6,5.36
"3027","Randolph County","West Virginia",28262,29405,28785,18.3,5.38
"3028","Ritchie County","West Virginia",10343,10449,9774,18.5,5.48
"3029","Roane County","West Virginia",15446,14926,14043,19.3,8.54
"3030","Summers County","West Virginia",12999,13927,12993,19,5.6
"3031","Taylor County","West Virginia",16089,16895,16930,15.7,4.86
"3032","Tucker County","West Virginia",7321,7141,6915,15.3,5.12
"3033","Tyler County","West Virginia",9592,9208,8795,16.4,7.21
"3034","Upshur County","West Virginia",23404,24254,24465,21.2,6.02
"3035","Wayne County","West Virginia",42903,42481,40153,20.8,5.82
"3036","Webster County","West Virginia",9719,9154,8372,26.7,6.19
"3037","Wetzel County","West Virginia",17693,16583,15437,23.2,7.18
"3038","Wirt County","West Virginia",5873,5717,5794,21.2,7.88
"3039","Wood County","West Virginia",87986,86956,85104,16.9,5.45
"3040","Wyoming County","West Virginia",25708,23796,21210,22.2,7
"3041","Adams County","Wisconsin",18643,20875,19973,13,5.09
"3042","Ashland County","Wisconsin",16866,16157,15500,14.6,4.56
"3043","Barron County","Wisconsin",44963,45870,45251,11.5,3.53
"3044","Bayfield County","Wisconsin",15013,15014,15008,11,5.26
"3045","Brown County","Wisconsin",226778,248007,262052,11.3,2.95
"3046","Buffalo County","Wisconsin",13804,13587,13167,10.7,3.74
"3047","Burnett County","Wisconsin",15674,15457,15352,14.6,4.87
"3048","Calumet County","Wisconsin",40631,48971,50067,5.9,2.77
"3049","Chippewa County","Wisconsin",55195,62415,63813,10.7,3.51
"3050","Clark County","Wisconsin",33557,34690,34679,13.2,3.06
"3051","Columbia County","Wisconsin",52468,56833,57248,8.3,2.94
"3052","Crawford County","Wisconsin",17243,16644,16214,13,4.12
"3053","Dane County","Wisconsin",426526,488073,536416,12.4,2.4
"3054","Dodge County","Wisconsin",85897,88759,87786,8.8,2.92
"3055","Door County","Wisconsin",27961,27785,27483,8.4,3.86
"3056","Douglas County","Wisconsin",43287,44159,43284,14.2,4.48
"3057","Dunn County","Wisconsin",39858,43857,44693,12.8,3.28
"3058","Eau Claire County","Wisconsin",93142,98736,103671,14.5,2.91
"3059","Florence County","Wisconsin",5088,4423,4371,8.4,4.72
"3060","Fond du Lac County","Wisconsin",97296,101633,102548,8.5,2.83
"3061","Forest County","Wisconsin",10024,9304,8970,17.5,5.07
"3062","Grant County","Wisconsin",49597,51208,51999,15.3,3.16
"3063","Green County","Wisconsin",33647,36842,36851,8.9,2.72
"3064","Green Lake County","Wisconsin",19105,19051,18760,11.4,3.77
"3065","Iowa County","Wisconsin",22780,23687,23715,9,2.94
"3066","Iron County","Wisconsin",6861,5916,5671,15.2,6.21
"3067","Jackson County","Wisconsin",19100,20449,20529,13,3.36
"3068","Jefferson County","Wisconsin",74021,83686,84832,9.8,3.18
"3069","Juneau County","Wisconsin",24316,26664,26576,14.3,3.34
"3070","Kenosha County","Wisconsin",149577,166426,168521,14.5,3.89
"3071","Kewaunee County","Wisconsin",20187,20574,20445,9.2,3.07
"3072","La Crosse County","Wisconsin",107120,114638,118274,14.4,2.92
"3073","Lafayette County","Wisconsin",16137,16836,16741,10.4,2.52
"3074","Langlade County","Wisconsin",20740,19977,19160,14.8,4.24
"3075","Lincoln County","Wisconsin",29641,28743,27838,9.2,3.58
"3076","Manitowoc County","Wisconsin",82887,81442,79175,10.2,3.56
"3077","Marathon County","Wisconsin",125834,134063,135732,10.3,2.95
"3078","Marinette County","Wisconsin",43384,41749,40310,13.2,4.44
"3079","Marquette County","Wisconsin",15832,15404,15308,11.8,3.83
"3080","Menominee County","Wisconsin",4562,4232,4615,35.8,6.05
"3081","Milwaukee County","Wisconsin",940164,947735,952085,20.5,4.05
"3082","Monroe County","Wisconsin",40899,44673,45625,12.6,2.95
"3083","Oconto County","Wisconsin",35634,37660,37553,9.1,3.53
"3084","Oneida County","Wisconsin",36776,35998,35254,9,3.88
"3085","Outagamie County","Wisconsin",160971,176695,186059,8.6,3
"3086","Ozaukee County","Wisconsin",82317,86395,88429,5.9,2.76
"3087","Pepin County","Wisconsin",7213,7469,7254,13.1,3.57
"3088","Pierce County","Wisconsin",36804,41019,41901,10.7,3.35
"3089","Polk County","Wisconsin",41319,44205,43450,9.9,3.77
"3090","Portage County","Wisconsin",67182,70019,70474,13.1,3.08
"3091","Price County","Wisconsin",15822,14159,13442,11.9,3.76
"3092","Racine County","Wisconsin",188831,195408,196071,11.9,4.07
"3093","Richland County","Wisconsin",17924,18021,17516,13.6,2.98
"3094","Rock County","Wisconsin",152307,160331,162309,14.3,3.72
"3095","Rusk County","Wisconsin",15347,14755,14151,15.2,4.42
"3096","St. Croix County","Wisconsin",63155,84345,88703,4.8,3.09
"3097","Sauk County","Wisconsin",55225,61976,63981,11.3,2.91
"3098","Sawyer County","Wisconsin",16196,16557,16418,17.7,4.68
"3099","Shawano County","Wisconsin",40664,41949,40935,11.5,3.23
"3100","Sheboygan County","Wisconsin",112646,115507,115344,8.2,2.78
"3101","Taylor County","Wisconsin",19680,20689,20321,10.9,3.45
"3102","Trempealeau County","Wisconsin",27010,28816,29472,9,3.06
"3103","Vernon County","Wisconsin",28056,29773,30759,16.6,3.07
"3104","Vilas County","Wisconsin",21033,21430,21683,15.3,4.36
"3105","Walworth County","Wisconsin",93759,102228,103082,12.4,3.28
"3106","Washburn County","Wisconsin",16036,15911,15758,13,3.9
"3107","Washington County","Wisconsin",117493,131887,135101,5.5,2.78
"3108","Waukesha County","Wisconsin",360767,389891,400621,5,2.9
"3109","Waupaca County","Wisconsin",51731,52410,51225,11,3.2
"3110","Waushara County","Wisconsin",23154,24496,24369,11.1,3.93
